incident_name,incident_dateonly_created,incident_county,incident_acres_burned,incident_latitude,incident_longitude,MONTH,DAY_OF_WEEK,SEASON,FIRE_SIZE_CAT
Dry Creek Complex,2023-08-10,Tulare,301.0,36.5323,-119.0113,8,3,Summer,Large
Hernandez Fire,2023-08-10,San Benito,75.0,36.4392121,-120.9783812,8,3,Summer,Medium
Trotter,2023-08-14,Kern,52.0,35.1387962,-118.6027987,8,0,Summer,Medium
Bitter Fire,2023-08-15,San Luis Obispo,695.0,35.4854,-120.0574,8,1,Summer,Large
SKU August Lightning Complex,2023-08-15,Siskiyou,838.0,41.2477,-121.5041,8,1,Summer,Large
Deep Fire,2023-08-16,Trinity,4198.0,40.93686,-122.94871,8,2,Summer,Large
Slide 1 Fire,2023-08-16,Tehama,473.0,40.036944,-122.855,8,2,Summer,Large
Smith River Complex,2023-08-15,Del Norte,95107.0,41.958269,-123.868447,8,1,Summer,Large
Cochrane Fire,2023-08-16,Santa Clara,72.0,37.18725,-121.67208,8,2,Summer,Medium
Thirty Five Fire,2023-08-17,Glenn,109.0,39.6194,-122.3287,8,3,Summer,Medium
Coyote Fire,2023-08-17,San Diego,466.0,32.6347,-116.6415,8,3,Summer,Large
Happy Camp Complex,2023-08-16,Siskiyou,21725.0,41.777554,-123.045093,8,2,Summer,Large
South Fork Complex,2023-08-15,Trinity,3929.0,40.623606,-123.662677,8,1,Summer,Large
Plant Fire,2023-08-19,Santa Barbara,5464.0,34.9190169,-119.73328,8,5,Summer,Large
SRF Lightning Complex,2023-08-20,Humboldt,50198.0,41.017222,-123.611167,8,6,Summer,Large
Creek Fire,2023-09-06,Lake,28.0,38.903333,-122.601667,9,2,Fall,Small
Knoll Fire,2023-09-10,Calaveras,32.0,38.18291,-120.7942,9,6,Fall,Small
Alta Fire,2023-09-12,Napa,14.0,38.3702,-122.1796,9,1,Fall,Small
Caliente Fire,2023-09-16,Kern,55.0,35.2674,-118.616,9,5,Fall,Medium
Meadow Fire,2023-09-26,Riverside,23.0,33.753608,-117.279764,9,1,Fall,Small
Green Fire,2023-10-06,San Luis Obispo,243.0,35.5421,-120.9739,10,4,Fall,Large
Williams Fire,2023-10-06,Monterey,44.0,36.0295,-121.07148,10,4,Fall,Medium
Wiley Fire,2023-10-07,Solano,36.0,38.265241,-121.981732,10,5,Fall,Medium
Stanley Fire,2023-10-17,Riverside,5.0,33.592915,-116.857302,10,1,Fall,Small
Border 34 Fire,2023-10-29,San Diego,24.0,32.598,-116.9196,10,6,Fall,Small
Highland Fire,2023-10-30,Riverside,2487.0,33.438207,-116.82307,10,0,Fall,Large
Lizzie Fire,2023-10-30,San Luis Obispo,124.0,35.2808,-120.644,10,0,Fall,Medium
Sun Fire,2023-11-09,Santa Barbara,211.0,34.55742,-120.32318,11,3,Fall,Large
Lamb Fire,2023-11-14,Riverside,13.0,33.85008,-116.99867,11,1,Fall,Small
Manzanita Fire,2023-11-14,Riverside,15.0,33.839416,-117.003584,11,1,Fall,Small
Adams Fire,2023-11-19,Riverside,36.0,33.809953,-116.246207,11,6,Fall,Medium
Sierra Fire,2023-11-20,Riverside,35.0,33.8438665,-117.46406,11,0,Fall,Small
Sage Fire,2023-11-23,San Diego,39.0,32.723389,-116.891493,11,3,Fall,Medium
Border 38 Fire,2023-12-05,San Diego,13.0,32.5666,-116.7986,12,1,Winter,Small
Elm Fire,2023-12-09,Riverside,65.0,33.9007,-116.7635,12,5,Winter,Medium
South Fire,2023-12-09,Ventura,2715.0,34.327,-118.9938,12,5,Winter,Large
Pine Fire,2023-12-15,Kern,181.0,35.5593,-118.8696,12,4,Winter,Large
Border 42 Fire,2023-12-21,San Diego,50.0,32.6036,-116.7718,12,3,Winter,Medium
Palmas Fire,2024-02-20,Riverside,239.0,33.5103795,-115.82784,2,1,Winter,Large
 Bryson Fire,2024-02-27,Monterey,11.0,35.81148,-121.084104,2,1,Winter,Small
Cartago Fire,2024-04-03,Inyo,104.0,36.316401,-118.026767,4,2,Spring,Medium
Gardner Fire,2024-04-12,Kern,241.0,35.153062,-119.39529,4,4,Spring,Large
Pendola Fire,2024-04-21,Yuba,18.0,39.494086,-121.070752,4,6,Spring,Small
York Fire,2024-04-21,Kings,181.0,35.817759,-120.097738,4,6,Spring,Large
Refuge Fire,2024-04-26,Fresno,483.0,36.730979,-120.360998,4,4,Spring,Large
Billy Fire,2024-04-30,Merced,12.0,37.020145,-120.99063,4,1,Spring,Small
School Fire,2024-05-02,Kern,1479.0,35.04847,-119.33179,5,3,Spring,Large
Dawn Fire,2024-05-04,Kern,13.0,34.9117,-118.23,5,5,Spring,Small
Tram Fire,2024-05-04,Riverside,14.0,33.858369,-116.55819,5,5,Spring,Small
Virginiatown Fire,2024-05-02,Placer,95.0,38.902253,-121.201005,5,3,Spring,Medium
Magnolia Fire,2024-05-07,Riverside,37.0,33.9208,-116.807061,5,1,Spring,Medium
Almond Fire,2024-05-07,Riverside,40.0,33.903392,-116.774124,5,1,Spring,Medium
Sherwood Fire,2024-05-10,Kern,353.0,35.7193,-118.9429,5,4,Spring,Large
Dom Fire,2024-05-11,Fresno,24.0,36.362559,-120.340061,5,5,Spring,Small
Jayne Fire,2024-05-11,Fresno,40.0,36.137571,-120.192362,5,5,Spring,Medium
Border 44 Fire,2024-05-11,San Diego,15.0,32.571374,-116.711161,5,5,Spring,Small
Red Fire,2024-05-11,San Bernardino,148.0,35.388107,-117.601135,5,5,Spring,Medium
National Fire,2024-05-12,San Bernardino,80.0,34.602884,-117.339379,5,6,Spring,Medium
Love 2 Fire,2024-05-13,San Diego,18.0,32.7754088,-116.8004,5,0,Spring,Small
Janell Fire,2024-05-14,Riverside,14.0,33.471139,-116.8539685,5,1,Spring,Small
John Fire,2024-05-14,Merced,12.0,37.244144,-120.652034,5,1,Spring,Small
Cow Fire,2024-05-15,Kern,132.0,35.4759526,-118.7503007,5,2,Spring,Medium
Ranch Fire,2024-05-15,Butte,10.0,39.693268,-121.449913,5,2,Spring,Small
Idria Fire,2024-05-15,San Benito,29.0,36.490486,-120.801731,5,2,Spring,Small
Petrol Fire,2024-05-17,Fresno,186.0,36.2748148,-120.33456,5,4,Spring,Large
Mission Fire,2024-05-18,Riverside,27.0,33.984278,-116.583317,5,5,Spring,Small
Wind Fire,2024-05-20,Kern,121.0,34.96545,-118.99692,5,0,Spring,Medium
Hall Fire,2024-05-20,Tehama,12.0,40.014819,-122.129559,5,0,Spring,Small
Elk Fire,2024-05-21,Glenn,19.0,39.598771,-122.476758,5,1,Spring,Small
Valley Fire,2024-05-21,Modoc,536.0,41.2449,-120.31,5,1,Spring,Large
Knolls Fire,2024-05-22,San Diego,17.0,33.02113,-117.170895,5,2,Spring,Small
Seven Fire,2024-05-23,Butte,11.0,39.539678,-121.908346,5,3,Spring,Small
Panoche Fire,2024-05-25,San Benito,191.0,36.5097274,-120.8471351,5,5,Spring,Large
Harford Fire,2024-05-25,Riverside,18.0,33.812223,-117.340976,5,5,Spring,Small
Shirleon Fire,2024-05-25,Riverside,34.0,33.895775,-116.901498,5,5,Spring,Small
Holiday Fire,2024-05-25,Kern,428.0,34.8492868,-118.2554355,5,5,Spring,Large
Nees Fire,2024-05-25,Fresno,47.0,36.850279,-120.771299,5,5,Spring,Medium
Central Fire,2024-05-25,Fresno,13.0,36.67799,-119.7858,5,5,Spring,Small
Border 51 Fire,2024-05-26,San Diego,12.0,32.57583,-116.76972,5,6,Spring,Small
Flood Fire,2024-05-26,San Joaquin,58.0,38.017376,-120.944834,5,6,Spring,Medium
