incident_name,incident_dateonly_created,incident_county,incident_acres_burned,incident_latitude,incident_longitude,MONTH_fire,DAY_OF_WEEK_fire,SEASON_fire,FIRE_SIZE_CAT,DATE,TAVG,TMAX,TMIN,AWND,PRCP,TAVG_CAT,TMAX_CAT,TMIN_CAT,PRCP_CAT,MONTH_weather,DAY_OF_WEEK_weather,SEASON_weather
Frazier Fire,2024-06-28,Fresno,11.0,37.06783,-119.50857,6,4,Summer,Small,2024-06-28,,27.2,17.8,2.4,0.0,Unknown,High,High,Dry,6,4,Summer
Lonoak Fire,2024-06-28,Monterey,255.0,36.21923,-121.08223,6,4,Summer,Large,2024-06-28,,27.2,17.8,2.4,0.0,Unknown,High,High,Dry,6,4,Summer
Round Fire,2024-06-29,Riverside,344.0,33.94343,-117.061943,6,5,Summer,Large,2024-06-29,,25.6,17.8,2.1,0.0,Unknown,Medium,High,Dry,6,5,Summer
Mines Fire,2024-06-29,Alameda,5.0,37.520283,-121.5458,6,5,Summer,Small,2024-06-29,,25.6,17.8,2.1,0.0,Unknown,Medium,High,Dry,6,5,Summer
Creek Fire,2024-06-29,El Dorado,16.0,38.895723,-120.930485,6,5,Summer,Small,2024-06-29,,25.6,17.8,2.1,0.0,Unknown,Medium,High,Dry,6,5,Summer
El Paso Fire,2024-06-29,Kern,471.0,35.486517,-117.74823,6,5,Summer,Large,2024-06-29,,25.6,17.8,2.1,0.0,Unknown,Medium,High,Dry,6,5,Summer
Canyon Fire,2024-06-30,Stanislaus,80.0,37.438803,-121.335653,6,6,Summer,Medium,2024-06-30,,26.1,17.2,2.5,0.0,Unknown,Medium,High,Dry,6,6,Summer
Sierra Fire ,2024-06-30,San Bernardino,400.0,34.04119,-117.43441,6,6,Summer,Large,2024-06-30,,26.1,17.2,2.5,0.0,Unknown,Medium,High,Dry,6,6,Summer
Indigo Fire,2024-06-30,Los Angeles,22.0,34.45733,-118.64093,6,6,Summer,Small,2024-06-30,,26.1,17.2,2.5,0.0,Unknown,Medium,High,Dry,6,6,Summer
Brentwood Fire,2024-06-30,San Luis Obispo,30.0,35.279739,-119.95363,6,6,Summer,Small,2024-06-30,,26.1,17.2,2.5,0.0,Unknown,Medium,High,Dry,6,6,Summer
Kitchen Fire,2024-07-01,San Diego,43.0,32.717444,-116.47191,7,0,Summer,Medium,2024-07-01,,27.8,18.3,2.3,0.0,Unknown,High,High,Dry,7,0,Summer
Kern Fire,2024-07-01,Kern,15.0,35.434012,-117.977028,7,0,Summer,Small,2024-07-01,,27.8,18.3,2.3,0.0,Unknown,High,High,Dry,7,0,Summer
Mccain Fire,2024-07-01,San Diego,1595.0,32.660837,-116.231794,7,0,Summer,Large,2024-07-01,,27.8,18.3,2.3,0.0,Unknown,High,High,Dry,7,0,Summer
Sunrise Fire,2024-07-01,Los Angeles,35.0,34.432003,-117.834801,7,0,Summer,Small,2024-07-01,,27.8,18.3,2.3,0.0,Unknown,High,High,Dry,7,0,Summer
High Desert Fire,2024-07-01,Lassen,10.0,40.408993,-120.52602,7,0,Summer,Small,2024-07-01,,27.8,18.3,2.3,0.0,Unknown,High,High,Dry,7,0,Summer
Power Fire,2024-07-02,Kern,200.0,35.470889,-118.750959,7,1,Summer,Large,2024-07-02,,25.6,18.3,2.4,0.0,Unknown,Medium,High,Dry,7,1,Summer
Luken Fire,2024-07-02,Riverside,18.0,33.79682,-117.264072,7,1,Summer,Small,2024-07-02,,25.6,18.3,2.4,0.0,Unknown,Medium,High,Dry,7,1,Summer
Bowman Fire,2024-07-02,Kern,13.0,35.608374,-117.899544,7,1,Summer,Small,2024-07-02,,25.6,18.3,2.4,0.0,Unknown,Medium,High,Dry,7,1,Summer
Moccasin Fire,2024-07-02,El Dorado,51.0,38.63826,-120.774929,7,1,Summer,Medium,2024-07-02,,25.6,18.3,2.4,0.0,Unknown,Medium,High,Dry,7,1,Summer
Border 60 Fire,2024-07-02,San Diego,23.0,32.582559,-116.616755,7,1,Summer,Small,2024-07-02,,25.6,18.3,2.4,0.0,Unknown,Medium,High,Dry,7,1,Summer
Denverton Fire,2024-07-02,Solano,25.0,38.242509,-121.91466,7,1,Summer,Small,2024-07-02,,25.6,18.3,2.4,0.0,Unknown,Medium,High,Dry,7,1,Summer
Yolla Fire,2024-07-02,Shasta,19.0,40.386141,-122.760479,7,1,Summer,Small,2024-07-02,,25.6,18.3,2.4,0.0,Unknown,Medium,High,Dry,7,1,Summer
Thompson Fire,2024-07-02,Butte,3789.0,39.53793,-121.5467,7,1,Summer,Large,2024-07-02,,25.6,18.3,2.4,0.0,Unknown,Medium,High,Dry,7,1,Summer
Toll Fire,2024-07-02,Napa,41.0,38.63744,-122.585297,7,1,Summer,Medium,2024-07-02,,25.6,18.3,2.4,0.0,Unknown,Medium,High,Dry,7,1,Summer
Airline Fire,2024-07-02,San Benito,1295.0,36.65921,-121.22114,7,1,Summer,Large,2024-07-02,,25.6,18.3,2.4,0.0,Unknown,Medium,High,Dry,7,1,Summer
Little Fire,2024-07-03,Fresno,11.0,36.786172,-120.757128,7,2,Summer,Small,2024-07-03,,,,,0.0,Unknown,,,Dry,7,2,Summer
Adrian Fire,2024-07-03,Los Angeles,80.0,34.573279,-118.1935,7,2,Summer,Medium,2024-07-03,,,,,0.0,Unknown,,,Dry,7,2,Summer
Slough Fire,2024-07-03,Sacramento,11.0,38.493205,-121.161253,7,2,Summer,Small,2024-07-03,,,,,0.0,Unknown,,,Dry,7,2,Summer
Grubbs Fire,2024-07-03,Butte,10.0,39.43511,-121.507399,7,2,Summer,Small,2024-07-03,,,,,0.0,Unknown,,,Dry,7,2,Summer
Olinda Fire,2024-07-03,Shasta,98.0,40.439362,-122.415486,7,2,Summer,Medium,2024-07-03,,,,,0.0,Unknown,,,Dry,7,2,Summer
Sharp Fire,2024-07-03,Ventura,133.0,34.294625,-118.742209,7,2,Summer,Medium,2024-07-03,,,,,0.0,Unknown,,,Dry,7,2,Summer
Adams Fire,2024-07-03,Lake,16.0,38.91033,-122.607362,7,2,Summer,Small,2024-07-03,,,,,0.0,Unknown,,,Dry,7,2,Summer
Orchard Fire,2024-07-03,Kern,831.0,35.10995,-118.3970832,7,2,Summer,Large,2024-07-03,,,,,0.0,Unknown,,,Dry,7,2,Summer
Shelly Fire,2024-07-03,Siskiyou,15520.0,41.465297,-123.057551,7,2,Summer,Large,2024-07-03,,,,,0.0,Unknown,,,Dry,7,2,Summer
Berry Fire,2024-07-03,Kern,60.0,35.633333,-118.816667,7,2,Summer,Medium,2024-07-03,,,,,0.0,Unknown,,,Dry,7,2,Summer
Olive Fire,2024-07-03,Kern,1310.0,35.612809,-119.9569496,7,2,Summer,Large,2024-07-03,,,,,0.0,Unknown,,,Dry,7,2,Summer
Watt Fire,2024-07-03,Placer,23.0,38.736113,-121.392532,7,2,Summer,Small,2024-07-03,,,,,0.0,Unknown,,,Dry,7,2,Summer
Sonora Fire ,2024-07-04,San Bernardino,5.0,34.50711,-117.5124,7,3,Summer,Small,2024-07-04,,,,,0.0,Unknown,,,Dry,7,3,Summer
Storey Fire,2024-07-04,Madera,10.0,36.974414,-120.032252,7,3,Summer,Small,2024-07-04,,,,,0.0,Unknown,,,Dry,7,3,Summer
Rd 18.75 / Ave 24 Fire,2024-07-04,Madera,10.0,37.09824,-120.206748,7,3,Summer,Small,2024-07-04,,,,,0.0,Unknown,,,Dry,7,3,Summer
Lumpkin Fire,2024-07-04,Butte,8.0,39.54992,-121.35037,7,3,Summer,Small,2024-07-04,,,,,0.0,Unknown,,,Dry,7,3,Summer
Nason Fire,2024-07-04,Riverside,65.0,33.928252,-117.191529,7,3,Summer,Medium,2024-07-04,,,,,0.0,Unknown,,,Dry,7,3,Summer
Grande Fire,2024-07-04,Stanislaus,323.0,37.46973,-121.23728,7,3,Summer,Large,2024-07-04,,,,,0.0,Unknown,,,Dry,7,3,Summer
Meiss Fire,2024-07-04,Sacramento,18.0,38.483838,-121.074404,7,3,Summer,Small,2024-07-04,,,,,0.0,Unknown,,,Dry,7,3,Summer
Highway Fire ,2024-07-04,Kern,75.0,35.25322,-119.2071,7,3,Summer,Medium,2024-07-04,,,,,0.0,Unknown,,,Dry,7,3,Summer
Deer Fire,2024-07-04,Tehama,32.0,40.2003,-122.30328,7,3,Summer,Small,2024-07-04,,,,,0.0,Unknown,,,Dry,7,3,Summer
Sotelo Fire,2024-07-04,Riverside,17.0,33.72325,-117.23049,7,3,Summer,Small,2024-07-04,,,,,0.0,Unknown,,,Dry,7,3,Summer
French Fire,2024-07-04,Mariposa,908.0,37.50959,-119.9771,7,3,Summer,Large,2024-07-04,,,,,0.0,Unknown,,,Dry,7,3,Summer
Rancho Fire,2024-07-05,Ventura,14.0,34.173631,-118.853661,7,4,Summer,Small,2024-07-05,,,,,0.0,Unknown,,,Dry,7,4,Summer
Plenty Fire,2024-07-05,Los Angeles,77.0,34.4792756,-118.506107,7,4,Summer,Medium,2024-07-05,,,,,0.0,Unknown,,,Dry,7,4,Summer
Lake Fire,2024-07-05,Santa Barbara,38664.0,34.785,-120.044833,7,4,Summer,Large,2024-07-05,,,,,0.0,Unknown,,,Dry,7,4,Summer
Vestal Fire,2024-07-05,Tehama,19.0,40.200879,-122.539089,7,4,Summer,Small,2024-07-05,,,,,0.0,Unknown,,,Dry,7,4,Summer
Hills Fire,2024-07-05,Riverside,71.0,33.757944,-117.113903,7,4,Summer,Medium,2024-07-05,,,,,0.0,Unknown,,,Dry,7,4,Summer
Dersch Fire,2024-07-05,Shasta,57.0,40.494374,-122.04948,7,4,Summer,Medium,2024-07-05,,,,,0.0,Unknown,,,Dry,7,4,Summer
Paloma Fire,2024-07-05,Merced,14.0,37.396908,-120.460411,7,4,Summer,Small,2024-07-05,,,,,0.0,Unknown,,,Dry,7,4,Summer
York Fire,2024-07-05,Kings,60.0,35.82553,-120.05765,7,4,Summer,Medium,2024-07-05,,,,,0.0,Unknown,,,Dry,7,4,Summer
Pocket Fire,2024-07-06,Sonoma,11.0,38.742834,-122.907373,7,5,Summer,Small,2024-07-06,,,,,0.0,Unknown,,,Dry,7,5,Summer
Pay Fire,2024-07-06,El Dorado,77.0,38.7231,-120.7549,7,5,Summer,Medium,2024-07-06,,,,,0.0,Unknown,,,Dry,7,5,Summer
Cahuilla Fire,2024-07-06,San Bernardino,75.0,34.5444065,-117.131163,7,5,Summer,Medium,2024-07-06,,,,,0.0,Unknown,,,Dry,7,5,Summer
Lucern Fire,2024-07-06,San Bernardino,419.0,34.45196,-117.03341,7,5,Summer,Large,2024-07-06,,,,,0.0,Unknown,,,Dry,7,5,Summer
Top Fire,2024-07-06,Riverside,49.0,33.964275,-117.3048,7,5,Summer,Medium,2024-07-06,,,,,0.0,Unknown,,,Dry,7,5,Summer
Granite Fire,2024-07-06,Mariposa,55.0,37.7133123,-120.325444,7,5,Summer,Medium,2024-07-06,,,,,0.0,Unknown,,,Dry,7,5,Summer
View Fire,2024-07-06,Ventura,14.0,34.19518,-118.90918,7,5,Summer,Small,2024-07-06,,,,,0.0,Unknown,,,Dry,7,5,Summer
Blue Water Fire,2024-07-06,San Bernardino,150.0,34.169517,-114.276308,7,5,Summer,Medium,2024-07-06,,,,,0.0,Unknown,,,Dry,7,5,Summer
Hilldale Fire,2024-07-07,Merced,10.0,37.081199,-120.998125,7,6,Summer,Small,2024-07-07,,,,,0.0,Unknown,,,Dry,7,6,Summer
Royal Fire,2024-07-07,Placer,215.0,39.2393,-120.4168,7,6,Summer,Large,2024-07-07,,,,,0.0,Unknown,,,Dry,7,6,Summer
Post Fire,2024-07-07,Riverside,11.0,33.788907,-117.293584,7,6,Summer,Small,2024-07-07,,,,,0.0,Unknown,,,Dry,7,6,Summer
North Fire,2024-07-07,Modoc,4685.0,41.256864,-120.503588,7,6,Summer,Large,2024-07-07,,,,,0.0,Unknown,,,Dry,7,6,Summer
Vista Fire,2024-07-07,San Bernardino,2936.0,34.292101,-117.606101,7,6,Summer,Large,2024-07-07,,,,,0.0,Unknown,,,Dry,7,6,Summer
Tesla Fire,2024-07-08,Alameda,27.0,37.66504,-121.696665,7,0,Summer,Small,2024-07-08,,,,,0.0,Unknown,,,Dry,7,0,Summer
Sand Fire,2024-07-08,Tulare,31.0,36.640352,-119.242623,7,0,Summer,Small,2024-07-08,,,,,0.0,Unknown,,,Dry,7,0,Summer
Mina Fire,2024-07-08,Mendocino,98.0,39.970543,-123.38746,7,0,Summer,Medium,2024-07-08,,,,,0.0,Unknown,,,Dry,7,0,Summer
Bogus Fire,2024-07-08,Siskiyou,411.0,41.884429,-122.392257,7,0,Summer,Large,2024-07-08,,,,,0.0,Unknown,,,Dry,7,0,Summer
Franklin Fire,2024-07-08,San Luis Obispo,53.0,35.591462,-120.645939,7,0,Summer,Medium,2024-07-08,,,,,0.0,Unknown,,,Dry,7,0,Summer
Caliente Fire,2024-07-08,Kern,60.0,35.273067,-118.651434,7,0,Summer,Medium,2024-07-08,,,,,0.0,Unknown,,,Dry,7,0,Summer
Panoche Fire,2024-07-09,San Benito,93.0,36.6067,-120.8765,7,1,Summer,Medium,2024-07-09,,,,,0.0,Unknown,,,Dry,7,1,Summer
Breckenridge Fire,2024-07-09,Kern,277.0,34.400099,-118.783698,7,1,Summer,Large,2024-07-09,,,,,0.0,Unknown,,,Dry,7,1,Summer
Teresa Fire,2024-07-09,Santa Clara,20.0,37.201128,-121.736403,7,1,Summer,Small,2024-07-09,,,,,0.0,Unknown,,,Dry,7,1,Summer
Cow 2 Fire,2024-07-09,Tulare,509.0,36.026333,-118.801528,7,1,Summer,Large,2024-07-09,,,,,0.0,Unknown,,,Dry,7,1,Summer
Todd Fire,2024-07-09,Los Angeles,35.0,34.7192091,-118.023431,7,1,Summer,Small,2024-07-09,,,,,0.0,Unknown,,,Dry,7,1,Summer
Woodland Fire,2024-07-10,Los Angeles,20.0,34.60698,-118.3211,7,2,Summer,Small,2024-07-10,,29.4,18.3,1.6,0.0,Unknown,High,High,Dry,7,2,Summer
Poppy Fire,2024-07-10,Los Angeles,87.0,34.43725,-118.3404,7,2,Summer,Medium,2024-07-10,,29.4,18.3,1.6,0.0,Unknown,High,High,Dry,7,2,Summer
Point Fire,2024-07-10,Humboldt,85.0,40.11416,-123.7729,7,2,Summer,Medium,2024-07-10,,29.4,18.3,1.6,0.0,Unknown,High,High,Dry,7,2,Summer
Ranch Fire,2024-07-10,Lassen,21.0,39.803617,-120.03505,7,2,Summer,Small,2024-07-10,,29.4,18.3,1.6,0.0,Unknown,High,High,Dry,7,2,Summer
Railbridge Fire,2024-07-11,Butte,130.0,39.40436,-121.49395,7,3,Summer,Medium,2024-07-11,,,,,0.0,Unknown,,,Dry,7,3,Summer
Carrizo 5 Fire,2024-07-11,San Diego,10.0,32.636552,-116.165773,7,3,Summer,Small,2024-07-11,,,,,0.0,Unknown,,,Dry,7,3,Summer
Pilot Fire,2024-07-12,Kern,50.0,35.2928626,-119.242617,7,4,Summer,Medium,2024-07-12,,26.7,18.3,1.5,0.0,Unknown,High,High,Dry,7,4,Summer
Indiana Fire,2024-07-12,Merced,20.0,37.112938,-120.595644,7,4,Summer,Small,2024-07-12,,26.7,18.3,1.5,0.0,Unknown,High,High,Dry,7,4,Summer
Ranch Fire,2024-07-12,Monterey,29.0,35.9001968,-120.433304,7,4,Summer,Small,2024-07-12,,26.7,18.3,1.5,0.0,Unknown,High,High,Dry,7,4,Summer
Athens Fire,2024-07-12,Placer,260.0,38.8364594,-121.332377,7,4,Summer,Large,2024-07-12,,26.7,18.3,1.5,0.0,Unknown,High,High,Dry,7,4,Summer
Bluff Fire,2024-07-12,Riverside,50.0,33.95319,-116.87638,7,4,Summer,Medium,2024-07-12,,26.7,18.3,1.5,0.0,Unknown,High,High,Dry,7,4,Summer
Pauba Fire,2024-07-12,Riverside,101.0,33.485557,-117.02173,7,4,Summer,Medium,2024-07-12,,26.7,18.3,1.5,0.0,Unknown,High,High,Dry,7,4,Summer
Horse Fire (Previously 3-7),2024-07-13,Lassen,42.0,40.9067636,-121.179979,7,5,Summer,Medium,2024-07-13,,,,,0.0,Unknown,,,Dry,7,5,Summer
Quality Fire,2024-07-13,Inyo,51.0,36.576457,-118.057587,7,5,Summer,Medium,2024-07-13,,,,,0.0,Unknown,,,Dry,7,5,Summer
Rim Fire,2024-07-13,Lassen,1262.0,40.90368,-121.160755,7,5,Summer,Large,2024-07-13,,,,,0.0,Unknown,,,Dry,7,5,Summer
Packsaddle Fire,2024-07-13,Tulare,47.0,35.9273945,-118.429923,7,5,Summer,Medium,2024-07-13,,,,,0.0,Unknown,,,Dry,7,5,Summer
Hurricane Fire,2024-07-13,"Kern, San Luis Obispo",12703.0,35.199333,-119.695667,7,5,Summer,Large,2024-07-13,,,,,0.0,Unknown,,,Dry,7,5,Summer
Minor Fire,2024-07-13,Los Angeles,50.0,34.67478,-118.253976,7,5,Summer,Medium,2024-07-13,,,,,0.0,Unknown,,,Dry,7,5,Summer
2024 SQF Lightning Complex,2024-07-13,"Kern, Tulare",33026.0,35.986772,-118.311422,7,5,Summer,Large,2024-07-13,,,,,0.0,Unknown,,,Dry,7,5,Summer
White Fire,2024-07-13,Kern,5563.0,34.963024,-118.533425,7,5,Summer,Large,2024-07-13,,,,,0.0,Unknown,,,Dry,7,5,Summer
Soda Fire,2024-07-13,San Luis Obispo,161.0,35.009077,-119.531779,7,5,Summer,Large,2024-07-13,,,,,0.0,Unknown,,,Dry,7,5,Summer
Rancho Fire,2024-07-13,Kern,9950.0,35.10343,-118.746636,7,5,Summer,Large,2024-07-13,,,,,0.0,Unknown,,,Dry,7,5,Summer
Sentinel Fire,2024-07-14,Fresno,258.0,36.759833,-118.663333,7,6,Summer,Large,2024-07-14,,,,,0.0,Unknown,,,Dry,7,6,Summer
Holloway Fire,2024-07-14,Kern,10.0,35.6453,-119.76107,7,6,Summer,Small,2024-07-14,,,,,0.0,Unknown,,,Dry,7,6,Summer
Pickett Fire,2024-07-14,Trinity,22.0,40.3464,-123.362,7,6,Summer,Small,2024-07-14,,,,,0.0,Unknown,,,Dry,7,6,Summer
Lost Hills Fire,2024-07-14,Kern,4032.0,35.636093,-119.669093,7,6,Summer,Large,2024-07-14,,,,,0.0,Unknown,,,Dry,7,6,Summer
Laura Fire,2024-07-14,Kern,77.0,35.56702,-118.40739,7,6,Summer,Medium,2024-07-14,,,,,0.0,Unknown,,,Dry,7,6,Summer
Solar Fire,2024-07-14,Monterey,11.0,35.856649,-120.278024,7,6,Summer,Small,2024-07-14,,,,,0.0,Unknown,,,Dry,7,6,Summer
Mcnab Fire,2024-07-14,Mendocino,10.0,39.041985,-123.15297,7,6,Summer,Small,2024-07-14,,,,,0.0,Unknown,,,Dry,7,6,Summer
Dewey Fire,2024-07-14,Siskiyou,109.0,41.765149,-122.353169,7,6,Summer,Medium,2024-07-14,,,,,0.0,Unknown,,,Dry,7,6,Summer
Five Fire,2024-07-14,Kern,360.0,35.3858693,-119.367525,7,6,Summer,Large,2024-07-14,,,,,0.0,Unknown,,,Dry,7,6,Summer
Paradise Fire,2024-07-15,Siskiyou,101.0,41.787938,-122.516407,7,0,Summer,Medium,2024-07-15,,,,,0.0,Unknown,,,Dry,7,0,Summer
5 Fire,2024-07-15,Kern,348.0,35.784624,-119.779871,7,0,Summer,Large,2024-07-15,,,,,0.0,Unknown,,,Dry,7,0,Summer
Point Fire,2024-07-15,Modoc,298.0,41.7975,-121.369,7,0,Summer,Large,2024-07-15,,,,,0.0,Unknown,,,Dry,7,0,Summer
San Joaquin Fire,2024-07-15,Lake,8.0,38.979194,-122.684661,7,0,Summer,Small,2024-07-15,,,,,0.0,Unknown,,,Dry,7,0,Summer
Hill Fire,2024-07-15,"Humboldt, Trinity",7224.0,40.7721611,-123.63975,7,0,Summer,Large,2024-07-15,,,,,0.0,Unknown,,,Dry,7,0,Summer
Five 2 Fire,2024-07-15,Kern,347.0,35.5879546,-119.624655,7,0,Summer,Large,2024-07-15,,,,,0.0,Unknown,,,Dry,7,0,Summer
Happy Fire,2024-07-16,Fresno,12543.0,36.850037,-118.738174,7,1,Summer,Large,2024-07-16,,,,,0.0,Unknown,,,Dry,7,1,Summer
Willow Fire,2024-07-16,Kern,175.0,34.92221,-118.257558,7,1,Summer,Large,2024-07-16,,,,,0.0,Unknown,,,Dry,7,1,Summer
Donomore Fire,2024-07-16,Siskiyou,35.0,42.0083,-122.90457,7,1,Summer,Small,2024-07-16,,,,,0.0,Unknown,,,Dry,7,1,Summer
Plantation Fire,2024-07-17,Modoc,31.0,41.842269,-120.341894,7,2,Summer,Small,2024-07-17,,,,,0.0,Unknown,,,Dry,7,2,Summer
Sloane Fire,2024-07-17,San Diego,14.0,32.773489,-116.803223,7,2,Summer,Small,2024-07-17,,,,,0.0,Unknown,,,Dry,7,2,Summer
Tire Fire,2024-07-18,Fresno,16.0,36.29538,-120.267799,7,3,Summer,Small,2024-07-18,,25.0,20.0,3.5,0.0,Unknown,Medium,High,Dry,7,3,Summer
Dorado Fire,2024-07-18,Fresno,43.0,36.29802,-120.211458,7,3,Summer,Medium,2024-07-18,,25.0,20.0,3.5,0.0,Unknown,Medium,High,Dry,7,3,Summer
Ducor 2 Fire,2024-07-18,Tulare,142.0,35.96289,-119.0507,7,3,Summer,Medium,2024-07-18,,25.0,20.0,3.5,0.0,Unknown,Medium,High,Dry,7,3,Summer
Lookout Fire,2024-07-19,Madera,11.0,37.3137,-119.6859,7,4,Summer,Small,2024-07-19,,26.1,19.4,2.5,0.0,Unknown,Medium,High,Dry,7,4,Summer
Lehi Fire,2024-07-19,Placer,9.0,38.8807773,-121.156605,7,4,Summer,Small,2024-07-19,,26.1,19.4,2.5,0.0,Unknown,Medium,High,Dry,7,4,Summer
La Tuna Fire,2024-07-19,Los Angeles,43.0,34.23514,-118.30239,7,4,Summer,Medium,2024-07-19,,26.1,19.4,2.5,0.0,Unknown,Medium,High,Dry,7,4,Summer
Fork Fire,2024-07-19,Los Angeles,301.0,34.239686,-117.76113,7,4,Summer,Large,2024-07-19,,26.1,19.4,2.5,0.0,Unknown,Medium,High,Dry,7,4,Summer
Abbey Fire,2024-07-19,San Bernardino,10.0,34.083439,-117.139626,7,4,Summer,Small,2024-07-19,,26.1,19.4,2.5,0.0,Unknown,Medium,High,Dry,7,4,Summer
Deer Fire,2024-07-19,Los Angeles,272.0,34.5938959,-118.063529,7,4,Summer,Large,2024-07-19,,26.1,19.4,2.5,0.0,Unknown,Medium,High,Dry,7,4,Summer
Liberty Fire,2024-07-19,San Joaquin,104.0,38.2391935,-121.0869519,7,4,Summer,Medium,2024-07-19,,26.1,19.4,2.5,0.0,Unknown,Medium,High,Dry,7,4,Summer
Panoche Fire,2024-07-19,San Benito,37.0,36.606754,-120.876583,7,4,Summer,Medium,2024-07-19,,26.1,19.4,2.5,0.0,Unknown,Medium,High,Dry,7,4,Summer
Ridge Fire,2024-07-20,"Colusa, Lake",2756.0,39.0329124,-122.457217,7,5,Summer,Large,2024-07-20,,,,,0.0,Unknown,,,Dry,7,5,Summer
Tin Fire,2024-07-20,Riverside,125.0,33.847742,-117.461546,7,5,Summer,Medium,2024-07-20,,,,,0.0,Unknown,,,Dry,7,5,Summer
Rios Fire,2024-07-20,Mendocino,6.0,39.635533,-123.344954,7,5,Summer,Small,2024-07-20,,,,,0.0,Unknown,,,Dry,7,5,Summer
Coyote Fire,2024-07-20,Calaveras,203.0,38.031044,-120.852597,7,5,Summer,Large,2024-07-20,,,,,0.0,Unknown,,,Dry,7,5,Summer
Peach Fire,2024-07-20,Monterey,80.0,36.1933173,-120.777302,7,5,Summer,Medium,2024-07-20,,,,,0.0,Unknown,,,Dry,7,5,Summer
Eagle Fire,2024-07-21,Riverside,1609.0,33.824352,-117.502905,7,6,Summer,Large,2024-07-21,,,,,0.0,Unknown,,,Dry,7,6,Summer
Hawarden Fire,2024-07-21,Riverside,588.0,33.9278521,-117.3727011,7,6,Summer,Large,2024-07-21,,,,,0.0,Unknown,,,Dry,7,6,Summer
Canyon Fire,2024-07-21,Stanislaus,15.0,37.47012,-121.24303,7,6,Summer,Small,2024-07-21,,,,,0.0,Unknown,,,Dry,7,6,Summer
Wasioja Fire,2024-07-21,Santa Barbara,70.0,34.9842984,-119.782853,7,6,Summer,Medium,2024-07-21,,,,,0.0,Unknown,,,Dry,7,6,Summer
Columbia Fire,2024-07-22,Riverside,58.0,33.999524,-117.32122,7,0,Summer,Medium,2024-07-22,,31.1,19.4,1.7,0.0,Unknown,High,High,Dry,7,0,Summer
Pencil Fire,2024-07-22,Modoc,396.0,41.80078,-120.519727,7,0,Summer,Large,2024-07-22,,31.1,19.4,1.7,0.0,Unknown,High,High,Dry,7,0,Summer
Gold Complex,2024-07-22,Plumas,3007.0,39.726014,-120.535158,7,0,Summer,Large,2024-07-22,,31.1,19.4,1.7,0.0,Unknown,High,High,Dry,7,0,Summer
Tar Fire,2024-07-22,Kings,32.0,35.960403,-120.154889,7,0,Summer,Small,2024-07-22,,31.1,19.4,1.7,0.0,Unknown,High,High,Dry,7,0,Summer
Juniper Fire,2024-07-22,Riverside,15.0,33.757839,-117.112942,7,0,Summer,Small,2024-07-22,,31.1,19.4,1.7,0.0,Unknown,High,High,Dry,7,0,Summer
Acres Fire,2024-07-23,Madera,10.0,37.081853,-120.074549,7,1,Summer,Small,2024-07-23,,,,,0.0,Unknown,,,Dry,7,1,Summer
Beaver Fire,2024-07-23,San Benito,19.0,36.362544,-120.802733,7,1,Summer,Small,2024-07-23,,,,,0.0,Unknown,,,Dry,7,1,Summer
R-6 Fire,2024-07-23,Lassen,26.0,40.914833,-120.0485,7,1,Summer,Small,2024-07-23,,,,,0.0,Unknown,,,Dry,7,1,Summer
Cow Camp Fire,2024-07-23,Mono,292.0,38.300167,-119.074167,7,1,Summer,Large,2024-07-23,,,,,0.0,Unknown,,,Dry,7,1,Summer
Maria Fire,2024-07-23,Calaveras,71.0,38.2856696,-120.656662,7,1,Summer,Medium,2024-07-23,,,,,0.0,Unknown,,,Dry,7,1,Summer
Oakdale Fire,2024-07-23,Merced,96.0,37.430142,-120.541611,7,1,Summer,Medium,2024-07-23,,,,,0.0,Unknown,,,Dry,7,1,Summer
Border 63 Fire,2024-07-23,San Diego,12.0,32.59738,-116.568589,7,1,Summer,Small,2024-07-23,,,,,0.0,Unknown,,,Dry,7,1,Summer
Circle Fire,2024-07-23,Madera,49.0,37.152487,-119.65963,7,1,Summer,Medium,2024-07-23,,,,,0.0,Unknown,,,Dry,7,1,Summer
Metz Fire,2024-07-23,Monterey,1100.0,36.3404047,-121.199629,7,1,Summer,Large,2024-07-23,,,,,0.0,Unknown,,,Dry,7,1,Summer
Harry Fire,2024-07-23,Siskiyou,10.0,41.673939,-122.369802,7,1,Summer,Small,2024-07-23,,,,,0.0,Unknown,,,Dry,7,1,Summer
Pentz Fire,2024-07-24,Butte,40.0,39.638817,-121.680996,7,2,Summer,Medium,2024-07-24,,,,,0.0,Unknown,,,Dry,7,2,Summer
Bullion Fire,2024-07-24,Mariposa,50.0,37.51019,-120.046081,7,2,Summer,Medium,2024-07-24,,,,,0.0,Unknown,,,Dry,7,2,Summer
Grove 2 Fire,2024-07-24,San Diego,863.0,33.409448,-116.741601,7,2,Summer,Large,2024-07-24,,,,,0.0,Unknown,,,Dry,7,2,Summer
Scales Fire,2024-07-24,Tehama,59.0,40.356228,-122.283667,7,2,Summer,Medium,2024-07-24,,,,,0.0,Unknown,,,Dry,7,2,Summer
Park Fire,2024-07-24,"Butte, Tehama",429603.0,39.7789,-121.76168,7,2,Summer,Large,2024-07-24,,,,,0.0,Unknown,,,Dry,7,2,Summer
Horse Fire,2024-07-24,Modoc,13.0,41.742143,-121.304529,7,2,Summer,Small,2024-07-24,,,,,0.0,Unknown,,,Dry,7,2,Summer
